"","ID","X","ISO_SOV1","SOVEREIGN1","New.OpCode","X5STRING","Exped.","Location.x","Sublocation","SAUP.Cell","IUCN","Protection","USE.","Grounded.","Date","Year","Month","Long.in","Lat.in","Long.out","Lat.out","Time.In","Time.Out","EM.who","EM.date","PM.who","PM.date","ID.check","Field.comments","Processing.comments","OpCode","Camera.Depth..m.","Rig.","Site.Rig","Converted","Video.file","Left.Camera","Right.Cam","Site","Code","Distance.from.summit","Direction","Initial.obs","Vessel","HD.Num","Bait","Gear","Have.Lengths.","Have.MaxN.","Status","Seabed.depth..m.","Zone","Crew","Species","CTD","Water.sample.metadata","Project","Project.1","Wpt","Habitat.taken","Habitat.type","Total.time.Processed.for.MaxN","Location.y","GEONAME","TERRITORY1","conflicts","RuleofLaw_mean","NoViolence_mean","GovernmentEffectiveness_mean","Voice_mean","Corruption_mean","HDI_mean","Country","NGO","MarineEcosystemDependency","SAU","TravelTime_market","LinearDistcities","TravelTime_pop","LinearDistpop","FE_PurseSeine","FE_DriftingLongline","FE_FixedGear","FE_OtherFishing","FE_Trawlers","distPort","distSeamounts","distCoralReef","Bathymetry","Slope","distCoast","PP","CHL","SST_mean","SST_sd","protection"
"883",4619,2481,"AUS","Australia","COCP16_086","COCP16_18","Cocos 2016","Cocos","Cocos",NA,"No","Out","Yes","no","18/11/2016",2016,"Nov",96.81510997,-12.11029298,"96.806214","-12.101308","55:00.0","57:00.0","RW","15/02/2017","RW","42786","LM","","Video says 90 (used COCP090 - actually 86)","COCP086","10","7","","","COCP090_L.avi","","","","","","","","","","","Longline","COCP16_086","COCP16_086","Done_EMPM","","","","","","","","GWOT","",NA,NA,NA,"Cocos","Cocos Islands Exclusive Economic Zone","Cocos Islands",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,1.566475474,37.5,5989.630692,10.24264069,3555.152717,NA,NA,NA,NA,NA,6.892127037,34271.31545,464.3734872,-963.2524414,89.99842834,3117.76786,561.3231812,0.205385029,27.81953049,1.080821157,"Out"
"884",4624,2486,"AUS","Australia","COCP16_091","COCP16_19","Cocos 2016","Cocos","Cocos",NA,"No","Out","Yes","no","19/11/2016",2016,"Nov",96.80373204,-12.11635401,"96.80318696","-12.08726596","00:00.0","00:00.0","RW","14/02/2017","RW","42780","LM","","Both videos jumpy (1-2s), jumps at 17mins, L short (0:12) ID'd in R, nothing in first 0:12","COCP091","10","5","","","COCP091_R.avi","","","","","","","","","","","Longline","#N/A","COCP16_091","Done_EM","","","","","","","","GWOT","",NA,NA,NA,"Cocos","Cocos Islands Exclusive Economic Zone","Cocos Islands",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,1.566475474,38.74264069,5572.906501,11.48528137,3245.46193,NA,NA,NA,NA,NA,9.31555748,35158.35017,1245.386482,-978.8827515,89.99869537,2851.472967,561.3231812,0.205385029,27.81953049,1.080821157,"Out"
"885",4629,2491,"AUS","Australia","COCP16_096","COCP16_20","Cocos 2016","Cocos","Cocos",NA,"No","Out","Yes","no","20/11/2016",2016,"Nov",96.944661,-12.16143399,"96.93366604","-12.20573","08:00.0","12:00.0","RW","07/02/2017","SV","42774","LM","","","COCP096","10","R7","","","COCP096_L.avi","","","","","","","","","","","Longline","COCP16_096","COCP16_096","Done_EMPM","","","","","","","","GWOT","",NA,NA,NA,"Cocos","Cocos Islands Exclusive Economic Zone","Cocos Islands",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,1.566475474,56.74264069,11452.04444,19.97056275,6225.621162,NA,NA,NA,NA,NA,10.15543365,41377.44356,1685.295357,-622.7161255,89.99703217,2149.396561,436.3257446,0.152013943,27.87354088,1.111694813,"Out"
"886",4634,2496,"AUS","Australia","COCP16_101","COCP16_21","Cocos 2016","Cocos","Cocos",NA,"No","Out","Yes","no","20/11/2016",2016,"Nov",96.76828296,-12.11292297,"96.74704498","-12.07773498","27:00.0","38:00.0","RW","01/02/2017","SV","42774","LM","Cameras dead (battery) on retrieval","L stops 1:43 R stops 1:48","COCP101","10","5.1","","","COCP101_L.avi","","","","","","","","","","","Longline","COCP16_101","COCP16_101","Done_EMPM","","","","","","","","GWOT","",NA,NA,NA,"Cocos","Cocos Islands Exclusive Economic Zone","Cocos Islands",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,1.566475474,42.47056275,7879.673559,18.72792206,6054.396489,NA,NA,NA,NA,NA,12.16470814,35375.97408,4671.322788,-1968.876099,89.9964447,5779.75412,365.7585754,0.132752866,27.81666565,1.081413746,"Out"
"887",4638,2500,"AUS","Australia","COCP16_105","COCP16_22","Cocos 2016","Cocos","Cocos",NA,"No","Out","Yes","no","21/11/2016",2016,"Nov",96.812915,-12.19814999,"96.78970098","-12.16987398","47:00.0","00:00.0","RW","31/01/2017","SV","42775","LM","","","COCP105","10","R7","","","COCP105_L.avi","","","","","","","","","","","Longline","COCP16_105","COCP16_105","Done_EMPM","","","","","","","","GWOT","",NA,NA,NA,"Cocos","Cocos Islands Exclusive Economic Zone","Cocos Islands",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,1.566475474,37.5,5224.76056,3,971.9154446,NA,NA,NA,NA,NA,14.4052639,45202.54921,1139.134303,-713.484375,89.99725342,1895.318203,527.7763672,0.188979834,27.80281258,1.136252046,"Out"
"888",4641,5613,"FRA","France","NEW14_258","NEW14_51","New Caledonia 2014","New Caledonia","New Cal 2",NA,"No","Shark sanctuary","Yes","no","09/10/2014",2014,"Oct",165.8863,-22.0136,"-","-","59:00.0","14:00.0","","-","","","","","no fish","WP258","","5","","","WP258.avi","","","","","","","","","","","","#N/A","#N/A","Done_EM","","","","","","","","","",NA,NA,NA,"New Caledonia","New Caledonian Exclusive Economic Zone","New Caledonia",37,1.44,0.24,1.41,1.19,1.34,0.886,"France",1964,0.102209,26.50644575,137.9386002,60154.99365,12,4223.908176,NA,NA,NA,NA,NA,8.317696571,195306.9356,2714.141029,-798.9300537,89.99803162,4780.121704,689.579834,0.290781498,24.98791504,1.641348004,"Out"
"889",4648,3193,"AUS","Australia","NIN16_005","NIN16_01","Ningaloo 2016","Ningaloo","Ningaloo",NA,"VI","In","No","no","15/09/2016",2016,"Sept",113.699333,-21.95688,"113.715017","-21.9698","04:00.0","25:00.0","N/A","-","N/A","-","N/A","No files","","NIN005","10","R1","","","NIN005.avi","","","","","","","","","","","Longline","#N/A","#N/A","N_Mis","","","","","","","","GWOT","",NA,NA,NA,"Ningaloo","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,392.9142515,3472.810839,1157603.613,69.72792206,21690.81266,NA,NA,NA,NA,NA,45.37594986,331327.2496,20247.94148,-1157.902222,89.97283936,22558.69099,503.2335205,0.212751061,26.04786301,2.102841377,"Not reported"
"890",4649,3194,"AUS","Australia","NIN16_006","NIN16_02","Ningaloo 2016","Ningaloo","Ningaloo",NA,"IV","In","Yes","no","16/09/2016",2016,"Sept",113.79456,-21.90542,"113.78396","-21.89764","11:00.0","13:00.0","JT","17/10/2016","RW","42669","CT","","","NIN006","10","R1","","","NIN006.avi","","","","","","","","","","","Longline","NIN16_006","NIN16_006","Done_EM","","","","","","","","GWOT","",NA,NA,NA,"Ningaloo","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,392.9142515,3485.990424,1161996.808,47.18376618,15062.09323,NA,NA,NA,NA,NA,36.52646255,338604.4372,12363.6207,-639.5195923,89.9908371,15638.98745,626.3234863,0.269171685,25.97947884,2.067748547,"All"
"891",4654,3199,"AUS","Australia","NIN16_011","NIN16_03","Ningaloo 2016","Ningaloo","Ningaloo",NA,"IV","In","Yes","no","16/09/2016",2016,"Sept",113.81781,-21.9794,"113.81025","-21.98553","20:00.0","20:00.0","JT","31/10/2016","JT","42678","CT","Had to retrieve longline early by a few minutes due to swimboard damage","Stops short at 1:57 - no time deployment end put in","NIN011","10","R5","","","NIN011.avi","","","","","","","","","","","Longline","NIN16_011","NIN16_011","Done_EM","","","","","","","","GWOT","",NA,NA,NA,"Ningaloo","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,392.9142515,3458.915439,1152971.813,30,10114.78295,NA,0,NA,NA,NA,33.07322693,343053.6052,8532.707915,-212.0340271,89.99549103,10836.48676,723.3416748,0.316723287,25.84062386,2.031202316,"All"
"892",4659,3204,"AUS","Australia","NIN16_016","NIN16_04","Ningaloo 2016","Ningaloo","Ningaloo",NA,"VI","In","Yes","no","17/09/2016",2016,"Sept",113.72153,-21.73273,"113.71642","-21.74463","47:00.0","53:00.0","JT","24/10/2016","RW","42669","CT","","","NIN016","10","R1","","","NIN016.avi","","","","","","","","","","","Longline","NIN16_016","NIN16_016","Done_EM","","","","","","","","GWOT","",NA,NA,NA,"Ningaloo","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,392.9142515,3550.188612,1183396.204,96.33809512,30926.20626,NA,NA,NA,NA,NA,46.42974472,327176.3942,28566.25891,-1009.199036,89.97936249,31361.58325,468.1125793,0.193096593,26.21541595,2.13219142,"Not reported"
"893",4664,3209,"AUS","Australia","NIN16_021","NIN16_05","Ningaloo 2016","Ningaloo","Ningaloo",NA,"VI","In","Yes","no","18/09/2016",2016,"Sept",113.342017,-21.8672,"113.33858","-21.82526","23:00.0","22:00.0","LM","26/10/2016","B","42674","CT","GPS Died - Lats and Longs recorded on datasheet","stops short 1:57 - no time deployment end put in. Carangidae juvenile could be Alepes sp.","NIN021","10","R5","","","NIN021.avi","","","","","","","","","","","Longline","#N/A","NIN16_021","Done_EM","","","","","","","","GWOT","",NA,NA,NA,"Ningaloo","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,44.80215692,3524.104959,1174701.653,184.1543289,57542.65573,NA,NA,NA,NA,NA,83.13230896,295258.8035,56058.20021,-1578.446289,89.95292664,58412.49347,412.9404297,0.16508764,26.02604103,2.104623795,"Not reported"
"894",4669,3214,"AUS","Australia","NIN16_026","NIN16_06","Ningaloo 2016","Ningaloo","Ningaloo",NA,"VI","In","Yes","no","18/09/2016",2016,"Sept",113.26513,-21.82986,"113.25745","-21.80173","52:00.0","00:00.0","LM","27/10/2016","B","42674","JT","","","NIN026","10","R1","","","NIN026.avi","","","","","","","","","","","Longline","NIN16_026","NIN16_026","Done_EM","","","","","","","","GWOT","",NA,NA,NA,"Ningaloo","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,44.80215692,3541.756434,1180585.478,211.3675324,65829.02417,NA,NA,NA,NA,NA,90.91799927,286927.9233,64170.18314,-1496.890381,89.93327332,66685.81643,401.1706238,0.160082772,26.01541519,2.06210494,"Not reported"
"895",4674,3219,"AUS","Australia","NIN16_031","NIN16_07","Ningaloo 2016","Ningaloo","Ningaloo",NA,"VI","In","Yes","no","18/09/2016",2016,"Sept",113.26917,-21.95812,"113.26608","-21.92943","45:00.0","56:00.0","JT","02/11/2016","JT","42678","CT","Wrong rig number recorded on etch-e-sketch (meant to be 5 not 1)","No measurements possible","NIN031","10","R5","","","NIN031.avi","","","","","","","","","","","Longline","#N/A","NIN16_031","Done_EM","","","","","","","","GWOT","",NA,NA,NA,"Ningaloo","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,44.80215692,3496.922808,1165640.936,191.4852814,61015.8752,NA,NA,NA,NA,NA,89.72054291,291664.7265,61023.58981,-1547.83667,89.99243164,61809.93138,404.5357056,0.162668616,25.98400879,2.08078289,"Not reported"
"896",4679,3224,"AUS","Australia","NIN16_036","NIN16_08","Ningaloo 2016","Ningaloo","Ningaloo",NA,"No","Out","Yes","no","19/09/2016",2016,"Sept",113.76008,-21.54453,"113.75317","-21.52897","14:00.0","28:00.0","LM","28/10/2016","B","42674","JT","","","NIN036","10","R1","","","NIN036.avi","","","","","","","","","","","Longline","NIN16_036","NIN16_036","Done_EM","","","","","","","","GWOT","",NA,NA,NA,"Ningaloo","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,392.9142515,3614.365524,1204788.508,131.5218613,43784.89408,NA,NA,NA,NA,NA,34.32820511,327245.6895,42212.35262,-950.3372803,89.95956421,44420.31235,438.6445618,0.178325996,26.3358326,2.097456455,"Out"
"897",4684,3229,"AUS","Australia","NIN16_041","NIN16_09","Ningaloo 2016","Ningaloo","Ningaloo",NA,"IV","In","Yes","no","20/09/2016",2016,"Sept",113.85369,-21.90561,"113.85405","-21.91596","56:00.0","03:00.0","JT","03/10/2016","RW","42669","CT","","","NIN041","10","R5","","","NIN041.avi","","","","","","","","","","","Longline","NIN16_041","NIN16_041","Done_EM","","","","","","","","GWOT","",NA,NA,NA,"Ningaloo","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,392.9142515,3483.032853,1161010.951,33.21320344,9793.781869,NA,NA,NA,NA,NA,30.42444611,344138.2806,6827.46347,-187.7834015,89.99423218,10549.52402,752.274353,0.329967499,25.89244652,2.032360077,"All"
"898",4689,3234,"AUS","Australia","NIN16_046","NIN16_10","Ningaloo 2016","Ningaloo","Ningaloo",NA,"IV","In","Yes","no","20/09/2016",2016,"Sept",113.86723,-21.77136,"113.86191","-21.78973","47:00.0","55:00.0","JT","03/11/2016","JT","42677","JT","","","NIN046","10","R1","","","NIN046.avi","","","","","","","","","","","Longline","#N/A","#N/A","Done_EMPM","","","","","","","","GWOT","",NA,NA,NA,"Ningaloo","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,392.9142515,3529.514262,1176504.754,50.91168825,16883.33205,NA,NA,NA,NA,NA,34.96702194,341863.6002,14567.38065,-359.5796509,89.99441528,17457.26611,545.527771,0.233039483,26.13109398,2.086811781,"All"
"899",4694,3239,"AUS","Australia","NIN16_051","NIN16_11","Ningaloo 2016","Ningaloo","Ningaloo",NA,"VI","In","Yes","no","21/09/2016",2016,"Sept",113.26362,-21.91674,"113.27319","-21.89804","23:00.0","22:00.0","JT","05/10/2016","RW","42669","CT","","","NIN051","10","R5","","","NIN051.avi","","","","","","","","","","","Longline","NIN16_051","NIN16_051","Done_EMPM","","","","","","","","GWOT","",NA,NA,NA,"Ningaloo","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,44.80215692,3511.643328,1170547.776,200.6984848,62938.74143,NA,NA,NA,NA,NA,90.87348938,289666.7652,62278.45257,-2245.070557,89.9941864,63808.75967,404.5357056,0.162668616,25.98400879,2.08078289,"Not reported"
"900",4699,3244,"AUS","Australia","NIN16_056","NIN16_12","Ningaloo 2016","Ningaloo","Ningaloo",NA,"VI","In","Yes","no","21/09/2016",2016,"Sept",113.38837,-21.76628,"113.39041","-21.72918","14:00.0","22:00.0","HC","28/10/2016","JT","42677","JT","","","NIN056","10","R1","","","NIN056.avi","","","","","","","","","","","Longline","#N/A","#N/A","Done_EMPM","","","","","","","","GWOT","",NA,NA,NA,"Ningaloo","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,44.80215692,3556.541241,1185513.747,187.0660172,57343.49425,NA,NA,NA,NA,NA,79.66023254,296601.3433,54637.84444,-1496.703857,89.93507385,58051.45701,409.6240845,0.165058628,26.07333374,2.105702639,"Not reported"
"901",4704,3249,"AUS","Australia","NIN16_061","NIN16_13","Ningaloo 2016","Ningaloo","Ningaloo",NA,"VI","In","Yes","no","21/09/2016",2016,"Sept",113.41301,-21.91996,"113.42051","-21.88398","25:00.0","31:00.0","JT","03/11/2016","JT","42677","JT","","","NIN061","10","R5","","","NIN061.avi","","","","","","","","","","","Longline","#N/A","#N/A","Done_EMPM","","","","","","","","GWOT","",NA,NA,NA,"Ningaloo","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,44.80215692,3501.530958,1167176.986,155.6984848,49355.68562,NA,NA,NA,NA,NA,75.42462921,303573.7058,48095.77575,-1716.846436,89.98446655,50080.98411,421.9309082,0.170560867,26.0156765,2.114741564,"Not reported"
"902",4709,3254,"AUS","Australia","NIN16_066","NIN16_14","Ningaloo 2016","Ningaloo","Ningaloo",NA,"VI","In","Yes","no","22/09/2016",2016,"Sept",113.55466,-21.8698,"113.57852","-21.87443","26:00.0","37:00.0","JT","31/10/2016","JT","42678","CT","","","NIN066","10","R1","","","NIN066.avi","","","","","","","","","","","Longline","NIN16_066","NIN16_066","Done_EMPM","","","","","","","","GWOT","",NA,NA,NA,"Ningaloo","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,392.9142515,3510.996027,1170332.009,124.1543289,37753.34173,NA,NA,NA,NA,NA,61.6815033,315139.1701,35876.25948,-1328.390747,89.98220062,38563.67139,446.0277405,0.183043227,26.11400986,2.121141434,"Not reported"
"903",4714,3259,"AUS","Australia","NIN16_071","NIN16_15","Ningaloo 2016","Ningaloo","Ningaloo",NA,"VI","In","Yes","no","22/09/2016",2016,"Sept",113.65855,-22.01074,"113.66351","-22.04504","19:00.0","28:00.0","JT","01/11/2016","JT","42678","CT","","IDs conducted off RH camera","NIN071","10","R5","","","NIN071.avi","","","","","","","","","","","Longline","NIN16_071","NIN16_071","Done_EMPM","","","","","","","","GWOT","",NA,NA,NA,"Ningaloo","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,279.0054757,3456.129036,1152043.012,73.97056275,23338.91108,NA,NA,NA,NA,NA,49.80361557,329363.3769,23024.5647,-1074.400146,89.98536682,24270.90489,493.4335632,0.208419681,25.99312401,2.098549366,"Not reported"
"904",4719,3264,"AUS","Australia","NIN16_076","NIN16_16","Ningaloo 2016","Ningaloo","Ningaloo",NA,"VI","In","Yes","no","22/09/2016",2016,"Sept",113.53771,-21.59969,"113.53997","-21.58417","46:00.0","53:00.0","LM","03/11/2016","JT","42678","JT","","","NIN076","10","R1","","","NIN076.avi","","","","","","","","","","","Longline","NIN16_076","NIN16_076","Done_EMPM","","","","","","","","GWOT","",NA,NA,NA,"Ningaloo","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,392.9142515,3606.406653,1202135.551,169.7056275,54462.84542,NA,NA,NA,NA,NA,57.99409485,306933.2719,52122.4114,-1239.782715,89.97376251,54948.99536,413.0903015,0.165721551,26.22098923,2.08564043,"Not reported"
"905",4724,6847,"NIU","New Zealand","NIU16_001","NIU16_01","Niue 2016","Niue","Niue Island",NA,"No","Out","Yes","no","27/09/2016",2016,"Sept",-169.976158,-19.11947,"-169.9498","-19.1418","57:00.0","55:00.0","Chris","28/10/2016",NA,"","","","No fish","NI001","10","1","","","NI001.avi","","","Niue SW","","","","","","","","Longline","#N/A","#N/A","Done_EM","","","","","","","","","",NA,NA,NA,"Niue","Niue Exclusive Economic Zone","Niue",0,-0.78,NA,-1,-0.47,-0.43,0.913,NA,NA,0.120178,257.2716822,23.14213562,13675.85947,12.72792206,4483.743153,NA,NA,NA,NA,NA,8.49211216,26746.05457,4890.43859,-1677,89.9983902,5075.215494,165.8176575,0.048334293,27.1798954,1.193326473,"Out"
"906",4730,6813,"NIU","New Zealand","NIU16_007","NIU16_02","Niue 2016","Niue","Niue Island",NA,"No","Out","Yes","no","27/09/2016",2016,"Sept",-169.99698,-19.07637,"-169.98544","-19.09873","55:00.0","49:00.0","Chris","08/11/2016",NA,"","","","No fish","NI007","10","4","","","NI007.avi","","","Niue SW deep seamount","","","","","","","","Longline","#N/A","#N/A","Done_EM","","","","","","","","","",NA,NA,NA,"Niue","Niue Exclusive Economic Zone","Niue",0,-0.78,NA,-1,-0.47,-0.43,0.913,NA,NA,0.120178,257.2716822,19.24264069,10584.23416,9,3353.464193,NA,NA,NA,NA,NA,7.685278893,30593.147,4357.013091,-886,89.99874878,4455.313911,166.0166016,0.048385199,27.2498436,1.178291559,"Out"
"907",4734,6817,"NIU","New Zealand","NIU16_011","NIU16_03","Niue 2016","Niue","Niue Island",NA,"No","Out","Yes","no","28/09/2016",2016,"Sept",-169.74435,-18.99455,"-169.75653","-18.98864","09:00.0","05:00.0","Chris","09/11/2016","Chris","","","","Psenes cyanophrys 01 7:20 ","NI011","10","1","","","NI011.avi","","","Niue E","","","","","","","","Longline","NIU16_011","NIU16_011","Done_EMPM","","","","","","","","","",NA,NA,NA,"Niue","Niue Exclusive Economic Zone","Niue",0,-0.78,NA,-1,-0.47,-0.43,0.913,NA,NA,0.120178,205.8219212,33.48528137,16839.74096,15,5029.234442,NA,NA,NA,NA,NA,20.06407738,32752.46076,4784.595321,-2082.150879,89.99810028,5011.046815,160.7507324,0.045049477,27.13801956,1.211688995,"Out"
"908",4741,6857,"NIU","New Zealand","NIU16_018","NIU16_04","Niue 2016","Niue","Niue Island",NA,"No","Out","Yes","no","28/09/2016",2016,"Sept",-169.72824,-19.04236,"-169.75644","-19.03743","46:00.0","46:00.0","RW","22/11/2016",NA,"","","","No fish within 2 hrs S. barracuda and D macarellus x 2 07 9:42 ","NI018","10","3","","","NI018.avi","","","Niue E","","","","","","","","Longline","#N/A","#N/A","Done_EM","","","","","","","","","",NA,NA,NA,"Niue","Niue Exclusive Economic Zone","Niue",0,-0.78,NA,-1,-0.47,-0.43,0.913,NA,NA,0.120178,257.2716822,34.48528137,18443.77938,14.48528137,4266.334798,NA,NA,NA,NA,NA,20.00152779,30212.98015,4635.430069,-1619.177979,89.9984436,4831.249804,164.6234436,0.046889123,27.06593704,1.223143935,"Out"
"909",4745,6761,"NIU","New Zealand","NIU16_022","NIU16_05","Niue 2016","Niue","Niue Island",NA,"No","Out","Yes","no","29/09/2016",2016,"Sept",-169.9231,-18.94579,"-169.9231","-18.95437","09:00.0","46:00.0","RW","23/11/2016",NA,"","","","No fish","NI022","10","2","","","NI022.avi","","","Niue NW","","","","","","","","Longline","#N/A","#N/A","Done_EM","","","","","","","","","",NA,NA,NA,"Niue","Niue Exclusive Economic Zone","Niue",0,-0.78,NA,-1,-0.47,-0.43,0.913,NA,NA,0.120178,205.8219212,18.55634919,8584.927016,11.3137085,3779.712654,NA,NA,NA,NA,NA,11.11949253,47886.80968,3987.126499,-1226,89.99865723,4096.412456,161.5309601,0.045494918,27.31484222,1.171493888,"Out"
"910",4750,6792,"NIU","New Zealand","NIU16_027","NIU16_06","Niue 2016","Niue","Niue Island",NA,"No","Out","Yes","no","29/09/2016",2016,"Sept",-169.97331,-18.99588,"-169.991","-19.00001","26:00.0","38:00.0","Joyce","22/11/2016",NA,"","","","No fish","NI027","10","4","","","NI027.avi","","","Niue NW Ridge","","","","","","","","Longline","#N/A","#N/A","Done_EM","","","","","","","","","",NA,NA,NA,"Niue","Niue Exclusive Economic Zone","Niue",0,-0.78,NA,-1,-0.47,-0.43,0.913,NA,NA,0.120178,205.8219212,16.82842712,6014.219041,14.82842712,5147.816282,NA,NA,NA,NA,NA,7.650939465,40502.49068,4956.003465,-1205,89.99878693,5089.254275,160.6819153,0.045532823,27.32973862,1.162766814,"Out"
"911",4754,6796,"NIU","New Zealand","NIU16_031","NIU16_07","Niue 2016","Niue","Niue Island",NA,"No","Out","Yes","no","30/09/2016",2016,"Sept",-169.88568,-18.90622,"-169.88925","-18.90551","16:00.0","36:00.0","Chris","25/10/2016",NA,"","","","No fish","NI031","10","1","","","NI031.avi","","","Niue NNW","","","","","","","","Longline","#N/A","#N/A","Done_EM","","","","","","","","","",NA,NA,NA,"Niue","Niue Exclusive Economic Zone","Niue",0,-0.78,NA,-1,-0.47,-0.43,0.913,NA,NA,0.120178,205.8219212,30.24264069,13675.26838,19.24264069,5795.654094,NA,NA,NA,NA,NA,15.88367939,45811.60616,6203.876045,-2282.057373,89.99753571,6229.238889,159.2794189,0.043962538,27.25515556,1.158115506,"Out"
"912",4759,6774,"NIU","New Zealand","NIU16_036","NIU16_08","Niue 2016","Niue","Beveridge Reef",NA,"No","Out","Yes","no","01/10/2016",2016,"Sept",-167.80444,-19.96736,"-167.79561","-19.96188","58:00.0","31:00.0","Sean","14/11/2016","Chris","","","Beaked whales in area filmed separately"," ","NI036","10","1","","","NI036.avi","","","Beveridge W outside passage","","","","","","","","Longline","NIU16_036","NIU16_036","Done_EMPM","","","","","","","","","",NA,NA,NA,"Niue","Niue Exclusive Economic Zone","Niue",0,-0.78,NA,-1,-0.47,-0.43,0.913,NA,NA,0.120178,23.26355776,723.8620485,233763.7482,702.4478349,218100.7917,NA,NA,NA,NA,NA,244.1430206,4669.078463,214971.9523,-1904.883545,89.9983902,218789.815,197.7837524,0.059574816,26.687603,1.305033088,"Part"
"913",4767,6767,"NIU","New Zealand","NIU16_044","NIU16_09","Niue 2016","Niue","Beveridge Reef",NA,"No","Out","Yes","no","02/10/2016",2016,"Sept",-167.76935,-20.07869,"-167.73317","-20.12926","12:00.0","40:00.0","Chris","15/11/2016",NA,"","","Lots of swell and wind","No fish","NI044","10","4","","","NI044.avi","","","Beveridge South","","","","","","","","Longline","#N/A","#N/A","Done_EM","","","","","","","","","",NA,NA,NA,"Niue","Niue Exclusive Economic Zone","Niue",0,-0.78,NA,-1,-0.47,-0.43,0.913,NA,NA,0.120178,21.89076467,752.0163774,243467.1957,730.6021638,227629.0022,NA,NA,NA,NA,NA,252.1960144,9968.039108,228207.3981,-1701.150513,89.99913025,228429.3879,173.8227386,0.048881907,26.63708305,1.363448262,"Part"
"914",4773,6822,"NIU","New Zealand","NIU16_050","NIU16_010","Niue 2016","Niue","Beveridge Reef",NA,"No","Out","Yes","no","02/10/2016",2016,"Sept",-167.81731,-20.07384,"-167.78113","-20.12057","32:00.0","11:00.0","Chris","17/11/2016",NA,"","","Lots of swell and wind","No fish","NI050","10","1","","","NI050.avi","","","Beveridge South","","","","","","","","Longline","#N/A","#N/A","Done_EM","","","","","","","","","",NA,NA,NA,"Niue","Niue Exclusive Economic Zone","Niue",0,-0.78,NA,-1,-0.47,-0.43,0.913,NA,NA,0.120178,21.89076467,737.0163774,239231.4162,715.6021638,223362.9126,NA,NA,NA,NA,NA,247.0270996,10723.82527,223955.0891,-1425.665894,89.99752045,224174.2989,167.4282684,0.046620876,26.67364502,1.386695862,"Part"
"915",4776,6764,"NIU","New Zealand","NIU16_053","NIU16_011","Niue 2016","Niue","Beveridge Reef",NA,"No","Out","Yes","no","03/10/2016",2016,"Sept",-167.82564,-20.00226,"-167.81351","-20.00433","02:00.0","55:00.0","Chris","17/11/2016",NA,"","","Rough weather SD error right","No fish","NI053","10","3","","","NI053.avi","","","Beveridge West","","","","","","","","Longline","#N/A","#N/A","Done_EM","","","","","","","","","",NA,NA,NA,"Niue","Niue Exclusive Economic Zone","Niue",0,-0.78,NA,-1,-0.47,-0.43,0.913,NA,NA,0.120178,21.89076467,722.8326112,234079.4243,701.4183976,218328.6036,NA,NA,NA,NA,NA,242.6844788,2633.831863,218500.3122,-1770.293823,89.99704742,219089.4362,223.3141479,0.070329703,26.67239571,1.326650023,"Part"
